number,date,title,url,pdf
WHA24.8,1971,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/91839,/iris/bitstream/handle/10665/91839/WHA24.8_eng.pdf?sequence=1&isAllowed=y
WHA24.17,1971,"Review of the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/91857,/iris/bitstream/handle/10665/91857/WHA24.17_eng.pdf?sequence=1&isAllowed=y
WHA24.34,1971,"Assessment of the Sultanate of Oman for 1971
﻿",https://apps.who.int/iris/handle/10665/91887,/iris/bitstream/handle/10665/91887/WHA24.34_eng.pdf?sequence=1&isAllowed=y
WHA24.41,1971,"Selection of the country in which the twenty-fifth World Health Assembly will be held
﻿",https://apps.who.int/iris/handle/10665/91896,/iris/bitstream/handle/10665/91896/WHA24.41_eng.pdf?sequence=1&isAllowed=y
WHA24.40,1971,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/91895,/iris/bitstream/handle/10665/91895/WHA24.40_eng.pdf?sequence=1&isAllowed=y
WHA24.47,1971,"Problems of the human environment
﻿",https://apps.who.int/iris/handle/10665/91902,/iris/bitstream/handle/10665/91902/WHA24.47_eng.pdf?sequence=1&isAllowed=y
WHA24.49,1971,"Strategy for health during the second United Nations development decade
﻿",https://apps.who.int/iris/handle/10665/91904,/iris/bitstream/handle/10665/91904/WHA24.49_eng.pdf?sequence=1&isAllowed=y
WHA24.35,1971,"Committee on International Surveillance of Communicable Diseases: sixteenth report
﻿",https://apps.who.int/iris/handle/10665/91890,/iris/bitstream/handle/10665/91890/WHA24.35_eng.pdf?sequence=1&isAllowed=y
WHA24.58,1971,"General programme of work covering a specific period: 1973-1977
﻿",https://apps.who.int/iris/handle/10665/91913,/iris/bitstream/handle/10665/91913/WHA24.58_eng.pdf?sequence=1&isAllowed=y
WHA24.19,1971,"Salaries and allowances for ungraded posts
﻿",https://apps.who.int/iris/handle/10665/91861,/iris/bitstream/handle/10665/91861/WHA24.19_eng.pdf?sequence=1&isAllowed=y
WHA24.44,1971,"Programme and budget estimates for 1972: special account for servicing costs
﻿",https://apps.who.int/iris/handle/10665/91899,/iris/bitstream/handle/10665/91899/WHA24.44_eng.pdf?sequence=1&isAllowed=y
WHA24.30,1971,"Occupational health programmes
﻿",https://apps.who.int/iris/handle/10665/91878,/iris/bitstream/handle/10665/91878/WHA24.30_eng.pdf?sequence=1&isAllowed=y
WHA24.14,1971,"Assessment of Southern Rhodesia
﻿",https://apps.who.int/iris/handle/10665/91852,/iris/bitstream/handle/10665/91852/WHA24.14_eng.pdf?sequence=1&isAllowed=y
WHA24.5,1971,"Financial report on the accounts of WHO for the year 1970 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/91832,/iris/bitstream/handle/10665/91832/WHA24.5_eng.pdf?sequence=1&isAllowed=y
WHA24.56,1971,"Quality, safety and efficacy of drugs
﻿",https://apps.who.int/iris/handle/10665/91911,/iris/bitstream/handle/10665/91911/WHA24.56_eng.pdf?sequence=1&isAllowed=y
WHA24.55,1971,"Community water supply
﻿",https://apps.who.int/iris/handle/10665/91910,/iris/bitstream/handle/10665/91910/WHA24.55_eng.pdf?sequence=1&isAllowed=y
WHA24.13,1971,"Assessment of the Gambia for 1971
﻿",https://apps.who.int/iris/handle/10665/91850,/iris/bitstream/handle/10665/91850/WHA24.13_eng.pdf?sequence=1&isAllowed=y
WHA24.39,1971,"Annual Report of the United Nations Joint Staff Pension Board for 1969
﻿",https://apps.who.int/iris/handle/10665/91894,/iris/bitstream/handle/10665/91894/WHA24.39_eng.pdf?sequence=1&isAllowed=y
WHA24.15,1971,"Scale of assessment for 1972
﻿",https://apps.who.int/iris/handle/10665/91854,/iris/bitstream/handle/10665/91854/WHA24.15_eng.pdf?sequence=1&isAllowed=y
WHA24.24,1971,"Additional housing for the staff of the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/91870,/iris/bitstream/handle/10665/91870/WHA24.24_eng.pdf?sequence=1&isAllowed=y
WHA24.48,1971,"Health consequences of smoking
﻿",https://apps.who.int/iris/handle/10665/91903,/iris/bitstream/handle/10665/91903/WHA24.48_eng.pdf?sequence=1&isAllowed=y
WHA24.43,1971,"Programme and budget estimates for 1972: voluntary fund for health promotion
﻿",https://apps.who.int/iris/handle/10665/91898,/iris/bitstream/handle/10665/91898/WHA24.43_eng.pdf?sequence=1&isAllowed=y
WHA24.37,1971,"Organizational study on medical literature services to members
﻿",https://apps.who.int/iris/handle/10665/91892,/iris/bitstream/handle/10665/91892/WHA24.37_eng.pdf?sequence=1&isAllowed=y
WHA25.64,1972,"Reports of the Executive Board on its forty-eighth and forty-ninth sessions
﻿",https://apps.who.int/iris/handle/10665/92001,/iris/bitstream/handle/10665/92001/WHA25.64_eng.pdf?sequence=1&isAllowed=y
WHA25.21,1972,"Admission of a new Associate Member: Papua New Guinea
﻿",https://apps.who.int/iris/handle/10665/91946,/iris/bitstream/handle/10665/91946/WHA25.21_eng.pdf?sequence=1&isAllowed=y
WHA25.12,1972,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/91937,/iris/bitstream/handle/10665/91937/WHA25.12_eng.pdf?sequence=1&isAllowed=y
WHA25.41,1972,"Award of the Léon Bernard Foundation Medal and Prize
﻿",https://apps.who.int/iris/handle/10665/91966,/iris/bitstream/handle/10665/91966/WHA25.41_eng.pdf?sequence=1&isAllowed=y
WHA25.22,1972,"Assignment of Bangladesh to the South-East Asia Region
﻿",https://apps.who.int/iris/handle/10665/91947,/iris/bitstream/handle/10665/91947/WHA25.22_eng.pdf?sequence=1&isAllowed=y
WHA25.11,1972,"Annual report of the Director-General for 1971
﻿",https://apps.who.int/iris/handle/10665/91936,/iris/bitstream/handle/10665/91936/WHA25.11_eng.pdf?sequence=1&isAllowed=y
-,1972,"Twenty-fifth World Health Assembly, Geneva, 9-26 May 1972: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85850,/iris/bitstream/handle/10665/85850/Official_record201_eng.pdf?sequence=1&isAllowed=y
WHA25.19,1972,"Application for membership by the German Democratic Republic
﻿",https://apps.who.int/iris/handle/10665/91944,/iris/bitstream/handle/10665/91944/WHA25.19_eng.pdf?sequence=1&isAllowed=y
WHA25.30,1972,"Provisional assignment of Papua New Guinea to the Western Pacific Region
﻿",https://apps.who.int/iris/handle/10665/91955,/iris/bitstream/handle/10665/91955/WHA25.30_eng.pdf?sequence=1&isAllowed=y
WHA25.1,1972,"Representation of China in the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/91916,/iris/bitstream/handle/10665/91916/WHA25.1_eng.pdf?sequence=1&isAllowed=y
-,1972,"Twenty-fifth World Health Assembly, Geneva, 9-26 May 1972: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85850,/iris/bitstream/handle/10665/85850/Official_record201_eng.pdf?sequence=1&isAllowed=y
WHA25.20,1972,"Admission of a new member: Bangladesh
﻿",https://apps.who.int/iris/handle/10665/91945,/iris/bitstream/handle/10665/91945/WHA25.20_eng.pdf?sequence=1&isAllowed=y
WHA25.10,1972,"Scale of assessment for 1973
﻿",https://apps.who.int/iris/handle/10665/91935,/iris/bitstream/handle/10665/91935/WHA25.10_eng.pdf?sequence=1&isAllowed=y
WHA25.29,1972,"Award of the Dr A. T. Shousha Foundation Medal and Prize
﻿",https://apps.who.int/iris/handle/10665/91954,/iris/bitstream/handle/10665/91954/WHA25.29_eng.pdf?sequence=1&isAllowed=y
WHA25.44,1972,"Cardiovascular diseases
﻿",https://apps.who.int/iris/handle/10665/91970,/iris/bitstream/handle/10665/91970/WHA25.44_eng.pdf?sequence=1&isAllowed=y
WHA25.27,1972,"Annual report of the United Nations Joint Staff Pension Board for 1970
﻿",https://apps.who.int/iris/handle/10665/91952,/iris/bitstream/handle/10665/91952/WHA25.27_eng.pdf?sequence=1&isAllowed=y
WHA25.4,1972,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/91927,/iris/bitstream/handle/10665/91927/WHA25.4_eng.pdf?sequence=1&isAllowed=y
WHA25.25,1972,"Amendments to the statute of the International Agency for Research on Cancer
﻿",https://apps.who.int/iris/handle/10665/91950,/iris/bitstream/handle/10665/91950/WHA25.25_eng.pdf?sequence=1&isAllowed=y
WHA25.24,1972,"Feasibility of introducing a biennial programme and budget
﻿",https://apps.who.int/iris/handle/10665/91949,/iris/bitstream/handle/10665/91949/WHA25.24_eng.pdf?sequence=1&isAllowed=y
WHA25.13,1972,"Review of the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/91938,/iris/bitstream/handle/10665/91938/WHA25.13_eng.pdf?sequence=1&isAllowed=y
WHA25.3,1972,"Merger of the technical assistance and special fund components of the United Nations development programme (‎budgetary consequences)‎
﻿",https://apps.who.int/iris/handle/10665/91925,/iris/bitstream/handle/10665/91925/WHA25.3_eng.pdf?sequence=1&isAllowed=y
WHA25.6,1972,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution: Dominican Republic
﻿",https://apps.who.int/iris/handle/10665/91931,/iris/bitstream/handle/10665/91931/WHA25.6_eng.pdf?sequence=1&isAllowed=y
WHA25.45,1972,"Smallpox eradication
﻿",https://apps.who.int/iris/handle/10665/91971,/iris/bitstream/handle/10665/91971/WHA25.45_eng.pdf?sequence=1&isAllowed=y
WHA25.47,1972,"Standardization of diagnostic materials
﻿",https://apps.who.int/iris/handle/10665/91975,/iris/bitstream/handle/10665/91975/WHA25.47_eng.pdf?sequence=1&isAllowed=y
WHA25.16,1972,"Appointment of the external auditor
﻿",https://apps.who.int/iris/handle/10665/91941,/iris/bitstream/handle/10665/91941/WHA25.16_eng.pdf?sequence=1&isAllowed=y
WHA25.17,1972,"Research in the organization of community health services
﻿",https://apps.who.int/iris/handle/10665/91942,/iris/bitstream/handle/10665/91942/WHA25.17_eng.pdf?sequence=1&isAllowed=y
WHA25.9,1972,"Assessment for 1972 and 1973 of the United Arab Emirates
﻿",https://apps.who.int/iris/handle/10665/91934,/iris/bitstream/handle/10665/91934/WHA25.9_eng.pdf?sequence=1&isAllowed=y
WHA25.14,1972,"Amendments to the financial regulations: standardization of the financial regulations governing external audit
﻿",https://apps.who.int/iris/handle/10665/91939,/iris/bitstream/handle/10665/91939/WHA25.14_eng.pdf?sequence=1&isAllowed=y
WHA25.18,1972,"Effective working budget and budget level for 1973
﻿",https://apps.who.int/iris/handle/10665/91943,/iris/bitstream/handle/10665/91943/WHA25.18_eng.pdf?sequence=1&isAllowed=y
WHA25.2,1972,"Financial report on the accounts of WHO for the year 1971 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/91917,/iris/bitstream/handle/10665/91917/WHA25.2_eng.pdf?sequence=1&isAllowed=y
WHA25.38,1972,"Appropriation to the real estate fund
﻿",https://apps.who.int/iris/handle/10665/91963,/iris/bitstream/handle/10665/91963/WHA25.38_eng.pdf?sequence=1&isAllowed=y
WHA25.40,1972,"Extension of the Regional Office building for the Eastern Mediterranean Region
﻿",https://apps.who.int/iris/handle/10665/91965,/iris/bitstream/handle/10665/91965/WHA25.40_eng.pdf?sequence=1&isAllowed=y
WHA25.48,1972,"Research in epidemiology and communications science
﻿",https://apps.who.int/iris/handle/10665/91977,/iris/bitstream/handle/10665/91977/WHA25.48_eng.pdf?sequence=1&isAllowed=y
WHA25.34,1972,"Continuation of the Joint Inspection Unit
﻿",https://apps.who.int/iris/handle/10665/91959,/iris/bitstream/handle/10665/91959/WHA25.34_eng.pdf?sequence=1&isAllowed=y
WHA25.33,1972,"Method of work of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/91958,/iris/bitstream/handle/10665/91958/WHA25.33_eng.pdf?sequence=1&isAllowed=y
WHA25.61,1972,"Quality, safety and efficacy of drugs
﻿",https://apps.who.int/iris/handle/10665/91996,/iris/bitstream/handle/10665/91996/WHA25.61_eng.pdf?sequence=1&isAllowed=y
WHA25.39,1972,"New zone office building in Brasilia
﻿",https://apps.who.int/iris/handle/10665/91964,/iris/bitstream/handle/10665/91964/WHA25.39_eng.pdf?sequence=1&isAllowed=y
WHA25.59,1972,"Problems of the human environment: food hygiene
﻿",https://apps.who.int/iris/handle/10665/91994,/iris/bitstream/handle/10665/91994/WHA25.59_eng.pdf?sequence=1&isAllowed=y
WHA25.31,1972,"Coordination with the United Nations system: general matters
﻿",https://apps.who.int/iris/handle/10665/91956,/iris/bitstream/handle/10665/91956/WHA25.31_eng.pdf?sequence=1&isAllowed=y
WHA25.46,1972,"Appropriation resolution for the financial year 1973
﻿",https://apps.who.int/iris/handle/10665/91973,/iris/bitstream/handle/10665/91973/WHA25.46_eng.pdf?sequence=1&isAllowed=y
WHA25.36,1972,"Twenty-fifth anniversary of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/91961,/iris/bitstream/handle/10665/91961/WHA25.36_eng.pdf?sequence=1&isAllowed=y
WHA25.53,1972,"Assessment of Papua New Guinea
﻿",https://apps.who.int/iris/handle/10665/91984,/iris/bitstream/handle/10665/91984/WHA25.53_eng.pdf?sequence=1&isAllowed=y
WHA25.37,1972,"Future requirements for headquarters accommodation
﻿",https://apps.who.int/iris/handle/10665/91962,/iris/bitstream/handle/10665/91962/WHA25.37_eng.pdf?sequence=1&isAllowed=y
WHA25.28,1972,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/91953,/iris/bitstream/handle/10665/91953/WHA25.28_eng.pdf?sequence=1&isAllowed=y
WHA25.32,1972,"Coordination with the United Nations system: implementation of the declaration on the granting of independence to colonial countries and peoples
﻿",https://apps.who.int/iris/handle/10665/91957,/iris/bitstream/handle/10665/91957/WHA25.32_eng.pdf?sequence=1&isAllowed=y
WHA25.54,1972,"Health assistance to refugees and displaced persons in the Middle East
﻿",https://apps.who.int/iris/handle/10665/91986,/iris/bitstream/handle/10665/91986/WHA25.54_eng.pdf?sequence=1&isAllowed=y
WHA25.8,1972,"Assessment for 1971 and 1972 of Bahrain，Fiji, and Oman
﻿",https://apps.who.int/iris/handle/10665/91933,/iris/bitstream/handle/10665/91933/WHA25.8_eng.pdf?sequence=1&isAllowed=y
WHA25.5,1972,"Supplementary budget estimates for 1972: requirements resulting from international monetary developments and merger of the technical assistance and special fund components of the United Nations development programme
﻿",https://apps.who.int/iris/handle/10665/91930,/iris/bitstream/handle/10665/91930/WHA25.5_eng.pdf?sequence=1&isAllowed=y
WHA25.7,1972,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/91932,/iris/bitstream/handle/10665/91932/WHA25.7_eng.pdf?sequence=1&isAllowed=y
WHA25.23,1972,"Form of presentation of the programme and budget estimates
﻿",https://apps.who.int/iris/handle/10665/91948,/iris/bitstream/handle/10665/91948/WHA25.23_eng.pdf?sequence=1&isAllowed=y
WHA25.35,1972,"Community water supply
﻿",https://apps.who.int/iris/handle/10665/91960,/iris/bitstream/handle/10665/91960/WHA25.35_eng.pdf?sequence=1&isAllowed=y
WHA25.15,1972,"Amendments to the financial regulations: profits and losses on exchange
﻿",https://apps.who.int/iris/handle/10665/91940,/iris/bitstream/handle/10665/91940/WHA25.15_eng.pdf?sequence=1&isAllowed=y
WHA25.42,1972,"Training of national health personnel
﻿",https://apps.who.int/iris/handle/10665/91967,/iris/bitstream/handle/10665/91967/WHA25.42_eng.pdf?sequence=1&isAllowed=y
WHA25.57,1972,"Development of the medical use of ionizing radiation
﻿",https://apps.who.int/iris/handle/10665/91991,/iris/bitstream/handle/10665/91991/WHA25.57_eng.pdf?sequence=1&isAllowed=y
WHA25.43,1972,"Water quality in international water resources
﻿",https://apps.who.int/iris/handle/10665/91968,/iris/bitstream/handle/10665/91968/WHA25.43_eng.pdf?sequence=1&isAllowed=y
WHA25.56,1972,"Supplement to the fourth report on the World Health situation
﻿",https://apps.who.int/iris/handle/10665/91990,/iris/bitstream/handle/10665/91990/WHA25.56_eng.pdf?sequence=1&isAllowed=y
WHA25.52,1972,"Assessment of Bangladesh
﻿",https://apps.who.int/iris/handle/10665/91983,/iris/bitstream/handle/10665/91983/WHA25.52_eng.pdf?sequence=1&isAllowed=y
WHA25.50,1972,"Use of Arabic as an official language of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/91980,/iris/bitstream/handle/10665/91980/WHA25.50_eng.pdf?sequence=1&isAllowed=y
WHA25.60,1972,"WHO's role in the development and coordination of biomedical research
﻿",https://apps.who.int/iris/handle/10665/91995,/iris/bitstream/handle/10665/91995/WHA25.60_eng.pdf?sequence=1&isAllowed=y
WHA25.51,1972,"Assessment for 1972 and 1973 of Qatar
﻿",https://apps.who.int/iris/handle/10665/91981,/iris/bitstream/handle/10665/91981/WHA25.51_eng.pdf?sequence=1&isAllowed=y
WHA25.62,1972,"Drug dependence
﻿",https://apps.who.int/iris/handle/10665/91997,/iris/bitstream/handle/10665/91997/WHA25.62_eng.pdf?sequence=1&isAllowed=y
WHA25.58,1972,"Problems of the human environment
﻿",https://apps.who.int/iris/handle/10665/91993,/iris/bitstream/handle/10665/91993/WHA25.58_eng.pdf?sequence=1&isAllowed=y
WHA25.49,1972,"Voluntary fund for health promotion
﻿",https://apps.who.int/iris/handle/10665/91978,/iris/bitstream/handle/10665/91978/WHA25.49_eng.pdf?sequence=1&isAllowed=y
WHA25.55,1972,"Prevention of blindness
﻿",https://apps.who.int/iris/handle/10665/91987,/iris/bitstream/handle/10665/91987/WHA25.55_eng.pdf?sequence=1&isAllowed=y
WHA25.63,1972,"Occupational health programmes
﻿",https://apps.who.int/iris/handle/10665/92000,/iris/bitstream/handle/10665/92000/WHA25.63_eng.pdf?sequence=1&isAllowed=y
WHA25.26,1972,"Organizational study by the Executive Board on medical literature services to members
﻿",https://apps.who.int/iris/handle/10665/91951,/iris/bitstream/handle/10665/91951/WHA25.26_eng.pdf?sequence=1&isAllowed=y
-,1973,"Twenty-sixth World Health Assembly, Geneva, 7-23 May 1973: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85858,/iris/bitstream/handle/10665/85858/Official_record209_eng.pdf?sequence=1&isAllowed=y
WHA26.1,1973,"Method of work of the Health Assembly: terms of reference of the main committees
﻿",https://apps.who.int/iris/handle/10665/92007,/iris/bitstream/handle/10665/92007/WHA26.1_eng.pdf?sequence=1&isAllowed=y
WHA26.2,1973,"Admission of a new member: German Democratic Republic
﻿",https://apps.who.int/iris/handle/10665/92012,/iris/bitstream/handle/10665/92012/WHA26.2_eng.pdf?sequence=1&isAllowed=y
WHA26.5,1973,"Appointment of the Director-General
﻿",https://apps.who.int/iris/handle/10665/92031,/iris/bitstream/handle/10665/92031/WHA26.5_eng.pdf?sequence=1&isAllowed=y
WHA26.4,1973,"Contract of the Director-General
﻿",https://apps.who.int/iris/handle/10665/92030,/iris/bitstream/handle/10665/92030/WHA26.4_eng.pdf?sequence=1&isAllowed=y
WHA26.6,1973,"Award of the Dr A. T. Shousha Foundation Medal and Prize
﻿",https://apps.who.int/iris/handle/10665/92032,/iris/bitstream/handle/10665/92032/WHA26.6_eng.pdf?sequence=1&isAllowed=y
WHA26.13,1973,"Award of the Léon Bernard Foundation Medal and Prize
﻿",https://apps.who.int/iris/handle/10665/92047,/iris/bitstream/handle/10665/92047/WHA26.13_eng.pdf?sequence=1&isAllowed=y
WHA26.7,1973,"Annual report of the Director-General for 1972
﻿",https://apps.who.int/iris/handle/10665/92033,/iris/bitstream/handle/10665/92033/WHA26.7_eng.pdf?sequence=1&isAllowed=y
WHA26.28,1973,"Admission of a new member: Democratic People's Republic of Korea
﻿",https://apps.who.int/iris/handle/10665/92110,/iris/bitstream/handle/10665/92110/WHA26.28_eng.pdf?sequence=1&isAllowed=y
WHA26.14,1973,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/92048,/iris/bitstream/handle/10665/92048/WHA26.14_eng.pdf?sequence=1&isAllowed=y
-,1973,"Twenty-sixth World Health Assembly, Geneva, 7-23 May 1973: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85858,/iris/bitstream/handle/10665/85858/Official_record209_eng.pdf?sequence=1&isAllowed=y
WHA26.8,1973,"Dr M. G. Candau, Director-General Emeritus
﻿",https://apps.who.int/iris/handle/10665/92035,/iris/bitstream/handle/10665/92035/WHA26.8_eng.pdf?sequence=1&isAllowed=y
WHA26.62,1973,"Amendments to articles 24 and 25 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/92155,/iris/bitstream/handle/10665/92155/WHA26.62_eng.pdf?sequence=1&isAllowed=y
WHA26.34,1973,"Assignment of the Democratic People's Republic of Korea to the South-East Asia Region
﻿",https://apps.who.int/iris/handle/10665/92121,/iris/bitstream/handle/10665/92121/WHA26.34_eng.pdf?sequence=1&isAllowed=y
WHA26.63,1973,"Reports of the Executive Board on its fiftieth and fifty-first sessions
﻿",https://apps.who.int/iris/handle/10665/92156,/iris/bitstream/handle/10665/92156/WHA26.63_eng.pdf?sequence=1&isAllowed=y
WHA26.3,1973,"Twenty-fifth anniversary of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/92029,/iris/bitstream/handle/10665/92029/WHA26.3_eng.pdf?sequence=1&isAllowed=y
WHA26.55,1973,"Additional regulations of 23 May 1973 amending the International Health Regulations (‎1969)‎, in particular with respect to articles 1, 21, 63 to 71, and 92
﻿",https://apps.who.int/iris/handle/10665/92148,/iris/bitstream/handle/10665/92148/WHA26.55_eng.pdf?sequence=1&isAllowed=y
WHA26.29,1973,"Smallpox eradication programme
﻿",https://apps.who.int/iris/handle/10665/92112,/iris/bitstream/handle/10665/92112/WHA26.29_eng.pdf?sequence=1&isAllowed=y
WHA26.51,1973,"International Civil Service Commission
﻿",https://apps.who.int/iris/handle/10665/92144,/iris/bitstream/handle/10665/92144/WHA26.51_eng.pdf?sequence=1&isAllowed=y
WHA26.60,1973,"Drought in Africa
﻿",https://apps.who.int/iris/handle/10665/92153,/iris/bitstream/handle/10665/92153/WHA26.60_eng.pdf?sequence=1&isAllowed=y
WHA26.53,1973,"Assessment for 1973 and 1974 of the Democratic People's Republic of Korea
﻿",https://apps.who.int/iris/handle/10665/92146,/iris/bitstream/handle/10665/92146/WHA26.53_eng.pdf?sequence=1&isAllowed=y
WHA26.32,1973,"International standards and units for biological substances
﻿",https://apps.who.int/iris/handle/10665/92118,/iris/bitstream/handle/10665/92118/WHA26.32_eng.pdf?sequence=1&isAllowed=y
WHA26.21,1973,"Review of method of establishment of the scale of assessment
﻿",https://apps.who.int/iris/handle/10665/92065,/iris/bitstream/handle/10665/92065/WHA26.21_eng.pdf?sequence=1&isAllowed=y
WHA26.12,1973,"Revision of the text of the appropriation resolution for 1973
﻿",https://apps.who.int/iris/handle/10665/92045,/iris/bitstream/handle/10665/92045/WHA26.12_eng.pdf?sequence=1&isAllowed=y
WHA26.16,1973,"Supplementary budget estimates for 1973
﻿",https://apps.who.int/iris/handle/10665/92052,/iris/bitstream/handle/10665/92052/WHA26.16_eng.pdf?sequence=1&isAllowed=y
WHA26.42,1973,"WHO's role in the development and coordination of biomedical research
﻿",https://apps.who.int/iris/handle/10665/92135,/iris/bitstream/handle/10665/92135/WHA26.42_eng.pdf?sequence=1&isAllowed=y
WHA26.35,1973,"Organizational study on methods of promoting the development of basic health services
﻿",https://apps.who.int/iris/handle/10665/92123,/iris/bitstream/handle/10665/92123/WHA26.35_eng.pdf?sequence=1&isAllowed=y
WHA26.11,1973,"Unpaid contributions of China included in the undistributed reserve
﻿",https://apps.who.int/iris/handle/10665/92043,/iris/bitstream/handle/10665/92043/WHA26.11_eng.pdf?sequence=1&isAllowed=y
WHA26.9,1973,"Financial report on the accounts of WHO for the year 1972 and reports of the external auditor
﻿",https://apps.who.int/iris/handle/10665/92037,/iris/bitstream/handle/10665/92037/WHA26.9_eng.pdf?sequence=1&isAllowed=y
WHA26.37,1973,"Amendments to articles 34 and 55 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/92126,/iris/bitstream/handle/10665/92126/WHA26.37_eng.pdf?sequence=1&isAllowed=y
WHA26.39,1973,"Voluntary fund for health promotion
﻿",https://apps.who.int/iris/handle/10665/92129,/iris/bitstream/handle/10665/92129/WHA26.39_eng.pdf?sequence=1&isAllowed=y
WHA26.56,1973,"Health assistance to refugees and displaced persons in the Middle East
﻿",https://apps.who.int/iris/handle/10665/92149,/iris/bitstream/handle/10665/92149/WHA26.56_eng.pdf?sequence=1&isAllowed=y
WHA26.17,1973,"Assessment for 1972 and 1973 of Pakistan
﻿",https://apps.who.int/iris/handle/10665/92054,/iris/bitstream/handle/10665/92054/WHA26.17_eng.pdf?sequence=1&isAllowed=y
WHA26.10,1973,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/92042,/iris/bitstream/handle/10665/92042/WHA26.10_eng.pdf?sequence=1&isAllowed=y
WHA26.26,1973,"Amendments to the financial regulations
﻿",https://apps.who.int/iris/handle/10665/92071,/iris/bitstream/handle/10665/92071/WHA26.26_eng.pdf?sequence=1&isAllowed=y
WHA26.44,1973,"Annual report of the United Nations Joint Staff Pension Board for 1971
﻿",https://apps.who.int/iris/handle/10665/92137,/iris/bitstream/handle/10665/92137/WHA26.44_eng.pdf?sequence=1&isAllowed=y
WHA26.61,1973,"Long-term planning of international cooperation in cancer research
﻿",https://apps.who.int/iris/handle/10665/92154,/iris/bitstream/handle/10665/92154/WHA26.61_eng.pdf?sequence=1&isAllowed=y
WHA26.36,1973,"Future organizational study by the Executive Board
﻿",https://apps.who.int/iris/handle/10665/92124,/iris/bitstream/handle/10665/92124/WHA26.36_eng.pdf?sequence=1&isAllowed=y
WHA26.47,1973,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/92140,/iris/bitstream/handle/10665/92140/WHA26.47_eng.pdf?sequence=1&isAllowed=y
WHA26.48,1973,"Real estate fund: staff housing in south Sudan
﻿",https://apps.who.int/iris/handle/10665/92141,/iris/bitstream/handle/10665/92141/WHA26.48_eng.pdf?sequence=1&isAllowed=y
WHA26.31,1973,"Quality, safety and efficacy of drugs
﻿",https://apps.who.int/iris/handle/10665/92116,/iris/bitstream/handle/10665/92116/WHA26.31_eng.pdf?sequence=1&isAllowed=y
WHA26.41,1973,"Appropriation resolution for the financial year 1974
﻿",https://apps.who.int/iris/handle/10665/92134,/iris/bitstream/handle/10665/92134/WHA26.41_eng.pdf?sequence=1&isAllowed=y
WHA26.18,1973,"Assessment for 1972 and 1973 of Qatar and the United Arab Emirates
﻿",https://apps.who.int/iris/handle/10665/92057,/iris/bitstream/handle/10665/92057/WHA26.18_eng.pdf?sequence=1&isAllowed=y
WHA26.20,1973,"Assessment for 1973 and 1974 of the German Democratic Republic
﻿",https://apps.who.int/iris/handle/10665/92062,/iris/bitstream/handle/10665/92062/WHA26.20_eng.pdf?sequence=1&isAllowed=y
WHA26.38,1973,"Feasibility of introducing a biennial programme and budget
﻿",https://apps.who.int/iris/handle/10665/92127,/iris/bitstream/handle/10665/92127/WHA26.38_eng.pdf?sequence=1&isAllowed=y
WHA26.52,1973,"Drug dependence
﻿",https://apps.who.int/iris/handle/10665/92145,/iris/bitstream/handle/10665/92145/WHA26.52_eng.pdf?sequence=1&isAllowed=y
WHA26.22,1973,"Scale of assessment for 1974
﻿",https://apps.who.int/iris/handle/10665/92066,/iris/bitstream/handle/10665/92066/WHA26.22_eng.pdf?sequence=1&isAllowed=y
WHA26.43,1973,"Research in epidemiology and communications science
﻿",https://apps.who.int/iris/handle/10665/92136,/iris/bitstream/handle/10665/92136/WHA26.43_eng.pdf?sequence=1&isAllowed=y
