number,date,title,url
WHA32.6,1979,"Assessment of Djibouti
﻿",https://apps.who.int/iris/handle/10665/154228
WHA32.8,1979,"Scale of assessment for the financial period 1980-1981
﻿",https://apps.who.int/iris/handle/10665/154232
WHA32.39,1979,"Leprosy
﻿",https://apps.who.int/iris/handle/10665/154502
WHA32.19,1979,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/154323
WHA32.4,1979,"Report on casual income
﻿",https://apps.who.int/iris/handle/10665/154225
WHA32.40,1979,"Development of the WHO programme on alcohol-related problems
﻿",https://apps.who.int/iris/handle/10665/154503
WHA32.42,1979,"WHO long-term programme for maternal and child health
﻿",https://apps.who.int/iris/handle/10665/154505
WHA32.36,1979,"Method of work of the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/154476
WHA32.34,1979,"Emergencies caused by yellow fever and other communicable diseases
﻿",https://apps.who.int/iris/handle/10665/154474
WHA32.20,1979,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa
﻿",https://apps.who.int/iris/handle/10665/154324
WHA32.5,1979,"Use of the Portuguese language at the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/154227
WHA32.29,1979,"Tentative budgetary projections for the financial period 1982-1983
﻿",https://apps.who.int/iris/handle/10665/154333
WHA32.17,1979,"Members in arrears in the payment of their contributions to an extent which may invoke article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/154321
WHA32.21,1979,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa
﻿",https://apps.who.int/iris/handle/10665/154325
WHA32.22,1979,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa
﻿",https://apps.who.int/iris/handle/10665/154326
WHA32.27,1979,"Collaboration with the United Nations system: technical cooperation among developing countries
﻿",https://apps.who.int/iris/handle/10665/154331
WHA32.18,1979,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/154322
WHA32.31,1979,"Review of the medium-term programme for the promotion of environmental health
﻿",https://apps.who.int/iris/handle/10665/154335
WHA32.10,1979,"Review of the working capital fund
﻿",https://apps.who.int/iris/handle/10665/154234
WHA32.35,1979,"Development of the malaria action programme in Africa
﻿",https://apps.who.int/iris/handle/10665/154475
WHA32.28,1979,"Proposed appropriation resolution for the financial period 1980-1981
﻿",https://apps.who.int/iris/handle/10665/154332
WHA32.2,1979,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/154167
WHA32.3,1979,"Supplementary budgetary requirements for 1979
﻿",https://apps.who.int/iris/handle/10665/154168
WHA32.1,1979,"Financial report on the accounts of WHO for 1978 and report of the external auditor thereon
﻿",https://apps.who.int/iris/handle/10665/154166
WHA32.15,1979,"Development and coordination of biomedical and health services research
﻿",https://apps.who.int/iris/handle/10665/154319
WHA32.16,1979,"Health laboratory technology
﻿",https://apps.who.int/iris/handle/10665/154320
WHA32.30,1979,"Formulating strategies for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/154334
WHA32.24,1979,"Collaboration with the United Nations system: general matters: coordination of activities with other United Nations agencies and attainment of health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/154328
WHA32.25,1979,"Collaboration with the United Nations system: general matters: health Care of the Elderly
﻿",https://apps.who.int/iris/handle/10665/154329
WHA32.23,1979,"Supplementary budgetary requirements for 1979: extended borrowing authority
﻿",https://apps.who.int/iris/handle/10665/154327
WHA32.33,1979,"Respiratory diseases
﻿",https://apps.who.int/iris/handle/10665/154473
WHA32.7,1979,"Assessment of Viet Nam
﻿",https://apps.who.int/iris/handle/10665/154230
WHA32.13,1979,"Development of the mental health programme
﻿",https://apps.who.int/iris/handle/10665/154237
WHA32.11,1979,"Collaboration with the United Nations system: general matters: United Nations Water Conference: follow-up to the Mar del Plata Action Plan
﻿",https://apps.who.int/iris/handle/10665/154235
WHA32.9,1979,"Appointment of external auditor
﻿",https://apps.who.int/iris/handle/10665/154233
WHA32.41,1979,"Action programme on essential drugs
﻿",https://apps.who.int/iris/handle/10665/154504
WHA32.38,1979,"Organization of a world fortnight on hygiene and cleanliness
﻿",https://apps.who.int/iris/handle/10665/154501
WHA33.21,1980,"Collaboration with the United Nations system: agreement between WHO and the International Fund for Agricultural Development
﻿",https://apps.who.int/iris/handle/10665/155546
WHA33.3,1980,"Declaration of global eradication of smallpox
﻿",https://apps.who.int/iris/handle/10665/155528
WHA33.6,1980,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/155531
WHA33.20,1980,"Organizational study on the ""Role of WHO expert advisory panels and committees and collaborating centres in meeting the needs of WHO regarding expert advice and in carrying out technical activities of WHO""
﻿",https://apps.who.int/iris/handle/10665/155545
WHA33.35,1980,"WHO's programme on smoking and health
﻿",https://apps.who.int/iris/handle/10665/155560
WHA33.28,1980,"Health legislation: strengthening WHO's health legislation programme
﻿",https://apps.who.int/iris/handle/10665/155553
WHA33.10,1980,"Assessment of new members and associate members: assessment of Equatorial Guinea
﻿",https://apps.who.int/iris/handle/10665/155535
WHA33.9,1980,"Assessment of new members and associate members: assessment of the Seychelles
﻿",https://apps.who.int/iris/handle/10665/155534
WHA33.27,1980,"Action in respect of international conventions on narcotic and psychotropic substances: abuse of narcotic and psychotropic substances
﻿",https://apps.who.int/iris/handle/10665/155552
WHA33.26,1980,"Tuberculosis control
﻿",https://apps.who.int/iris/handle/10665/155551
WHA33.4,1980,"Global smallpox eradication
﻿",https://apps.who.int/iris/handle/10665/155529
WHA33.23,1980,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/155548
WHA33.8,1980,"Financial reports and extrabudgetary resources
﻿",https://apps.who.int/iris/handle/10665/155533
WHA33.11,1980,"Assessment of new members and associate members: assessment of San Marino
﻿",https://apps.who.int/iris/handle/10665/155536
WHA33.24,1980,"Formulating strategies for health for all by the year 2000: health as an integral part of development and of the new international economic order
﻿",https://apps.who.int/iris/handle/10665/155549
WHA33.34,1980,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa
﻿",https://apps.who.int/iris/handle/10665/155559
WHA33.19,1980,"Periodicity of Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/155544
WHA33.2,1980,"Admission of a new member: Zimbabwe
﻿",https://apps.who.int/iris/handle/10665/155527
WHA33.25,1980,"Development and coordination of biomedical and health services research
﻿",https://apps.who.int/iris/handle/10665/155550
WHA33.17,1980,"Study of the organization's structures in the light of its functions
﻿",https://apps.who.int/iris/handle/10665/155542
WHA33.18,1980,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/155543
WHA33.29,1980,"Health legislation: reservations to the International Health Regulations
﻿",https://apps.who.int/iris/handle/10665/155554
WHA33.31,1980,"Workers' health programme
﻿",https://apps.who.int/iris/handle/10665/155556
WHA33.30,1980,"Recruitment of international staff in WHO
﻿",https://apps.who.int/iris/handle/10665/155555
WHA33.15,1980,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/155540
WHA33.33,1980,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Front-Line States
﻿",https://apps.who.int/iris/handle/10665/155558
WHA33.14,1980,"Amendment to the scale of assessments to be applied to the second year of the financial period 1980-1981
﻿",https://apps.who.int/iris/handle/10665/155539
WHA33.7,1980,"Members in arrears in the payment of their contributions to an extent which may invoke the provisions of article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/155532
WHA33.1,1980,"Admission of a new member: San Marino
﻿",https://apps.who.int/iris/handle/10665/155526
WHA33.22,1980,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/155547
WHA33.32,1980,"Infant and Young Child Feeding
﻿",https://apps.who.int/iris/handle/10665/155557
WHA33.12,1980,"Assessment of new members and associate members: unpaid contributions of Southern Rhodesia
﻿",https://apps.who.int/iris/handle/10665/155537
WHA33.5,1980,"Financial report on the accounts of WHO for 1979 and report of the external auditor thereon
﻿",https://apps.who.int/iris/handle/10665/155530
WHA33.13,1980,"Assessment of new members and associate members: assessment of Zimbabwe
﻿",https://apps.who.int/iris/handle/10665/155538
WHA34.13,1981,"Amendment of the International Health Regulations (‎1969)‎
﻿",https://apps.who.int/iris/handle/10665/156549
WHA34.15,1981,"Recruitment of international staff in WHO
﻿",https://apps.who.int/iris/handle/10665/156553
WHA34.12,1981,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/156548
WHA34.4,1981,"Reimbursement of travel costs of representatives to regional committees
﻿",https://apps.who.int/iris/handle/10665/156540
WHA34.6,1981,"Assessment of new members and associate members: assessment of Saint Lucia
﻿",https://apps.who.int/iris/handle/10665/156542
WHA34.17,1981,"Collaboration with the United Nations system: general matters: programme support costs
﻿",https://apps.who.int/iris/handle/10665/156560
WHA34.11,1981,"Transfer of the Regional Office for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/156547
WHA34.16,1981,"Appropriation resolution for the financial period 1982-1983
﻿",https://apps.who.int/iris/handle/10665/156556
WHA34.10,1981,"Headquarters accommodation requirements
﻿",https://apps.who.int/iris/handle/10665/156546
WHA34.2,1981,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/156538
WHA34.9,1981,"Appointment of the external auditor
﻿",https://apps.who.int/iris/handle/10665/156545
WHA34.3,1981,"Members in arrears in the payment of their contributions to an extent which may invoke the provisions of article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/156539
WHA34.1,1981,"Interim financial report on the accounts of WHO for 1980 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/156537
WHA34.7,1981,"Scale of assessments for the financial period 1982-1983
﻿",https://apps.who.int/iris/handle/10665/156543
WHA34.14,1981,"Organizational study on the role of WHO in training in public health and health programme management including the use of country health programming
﻿",https://apps.who.int/iris/handle/10665/156552
WHA34.5,1981,"Report on casual income and budgetary rate of exchange between the US Dollar and the Swiss Franc for 1982-1983
﻿",https://apps.who.int/iris/handle/10665/156541
WHA34.34,1981,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia
﻿",https://apps.who.int/iris/handle/10665/156630
WHA34.19,1981,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/156591
WHA34.18,1981,"Collaboration with the United Nations system: general matters: emergency health and medical assistance to Democratic Yemen, Djibouti, Ethiopia and Somalia
﻿",https://apps.who.int/iris/handle/10665/156563
WHA34.22,1981,"International Code of Marketing of Breastmilk Substitutes
﻿",https://apps.who.int/iris/handle/10665/156596
WHA34.20,1981,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/156593
WHA34.26,1981,"Promotion of prevention of adverse health effects of disasters and emergencies through preparedness
﻿",https://apps.who.int/iris/handle/10665/156604
WHA34.37,1981,"Resources for strategies for health for all by the year 2000 (‎draft resolution proposed by a working group)‎
﻿",https://apps.who.int/iris/handle/10665/156633
WHA34.27,1981,"Use of SI units in medicine: use of the kilopascal for blood pressure measurement
﻿",https://apps.who.int/iris/handle/10665/156608
WHA34.29,1981,"Periodicity and duration of Health Assemblies: method of work and duration of Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/156613
WHA34.36,1981,"Global strategy for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/156632
WHA34.21,1981,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/156594
WHA34.28,1981,"Periodicity and duration of Health Assemblies: periodicity of Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/156611
WHA34.30,1981,"Coordination with the United Nations system: International Year of Disabled Persons, 1981: WHO's cooperative activities within the United Nations system for disability prevention and rehabilitation
﻿",https://apps.who.int/iris/handle/10665/156619
WHA34.24,1981,"The meaning of WHO's international health work through coordination and technical cooperation
﻿",https://apps.who.int/iris/handle/10665/156602
WHA34.25,1981,"International Drinking Water Supply and Sanitation Decade
﻿",https://apps.who.int/iris/handle/10665/156603
WHA34.35,1981,"Collaboration with the United Nations system: general matters: health assistance to refugees in Africa
﻿",https://apps.who.int/iris/handle/10665/156631
WHA34.33,1981,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: special programme of cooperation with the Republic of Chad
﻿",https://apps.who.int/iris/handle/10665/156629
WHA34.38WHA34.38 Rev.1,1981,"Health for all by the year 2000: the contribution of health to socioeconomic development and peace: implementation of resolution 34/58 of the United Nations General Assembly and of resolutions WHA32.24 and WHA33.24: the role of physicians and other health workers in the preservation and promotion of peace as the most significant factor for the attainment of health for all
﻿",https://apps.who.int/iris/handle/10665/156635
WHA34.39WHA34.39 Rev.1,1981,"The contribution of health to socioeconomic development and peace: implementation of resolution 34/58 of the United Nations General Assembly and of resolutions WHA32.24 and WHA33.24: material war remnants
﻿",https://apps.who.int/iris/handle/10665/156636
WHA34.8,1981,"Salaries and allowances for ungraded posts and for the Director-General
﻿",https://apps.who.int/iris/handle/10665/156544
WHA34.31,1981,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Front-Line States
﻿",https://apps.who.int/iris/handle/10665/156622
WHA34.23,1981,"Nutritional value and safety of products specifically intented for infant and young child feeding
﻿",https://apps.who.int/iris/handle/10665/156599
WHA34.32,1981,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: special programme of cooperation with the Republic of Equatorial Guinea
﻿",https://apps.who.int/iris/handle/10665/156627
WHA35.30,1982,"Long-term planning of international cooperation in the field of cancer
﻿",https://apps.who.int/iris/handle/10665/159137
WHA35.18,1982,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus: report by the Director-General
﻿",https://apps.who.int/iris/handle/10665/159107
WHA35.25,1982,"Seventh general programme of work covering a specific period (‎1984-1989 inclusive)‎
﻿",https://apps.who.int/iris/handle/10665/159132
WHA35.12,1982,"Real estate fund and Headquarters accommodation
﻿",https://apps.who.int/iris/handle/10665/159095
WHA35.5,1982,"Members in arrears in the payment of their contributions to an extent which may invoke the provisions of article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/159084
WHA35.21,1982,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia and National Liberation Movements in South Africa recognized by the OUA
﻿",https://apps.who.int/iris/handle/10665/159128
WHA35.22,1982,"Diarrhoeal diseases control programme
﻿",https://apps.who.int/iris/handle/10665/159129
WHA35.10,1982,"Regulations for expert advisory panels and committees
﻿",https://apps.who.int/iris/handle/10665/159093
WHA35.2,1982,"Changes in the programme budget for 1982-1983
﻿",https://apps.who.int/iris/handle/10665/159080
WHA35.11,1982,"Future organizational studies
﻿",https://apps.who.int/iris/handle/10665/159094
WHA35.20,1982,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to front-line States
﻿",https://apps.who.int/iris/handle/10665/159127
WHA35.16,1982,"Collaboration with the United Nations system: general matters: emergency health and medical assistance to Democratic Yemen
﻿",https://apps.who.int/iris/handle/10665/159102
WHA35.27,1982,"Action programme on essential drugs
﻿",https://apps.who.int/iris/handle/10665/159134
WHA35.7,1982,"Assessment of Dominica
﻿",https://apps.who.int/iris/handle/10665/159087
WHA35.4,1982,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/159083
WHA35.23,1982,"Plan of action for implementing the strategy for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/159130
WHA35.17,1982,"Collaboration with the United Nations system: general matters: health implications of development schemes
﻿",https://apps.who.int/iris/handle/10665/159105
WHA35.19,1982,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/159125
WHA35.29,1982,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: health assistance to refugees in Africa
﻿",https://apps.who.int/iris/handle/10665/159136
WHA35.3,1982,"Financial report and audited financial statements for the financial period of 1 January 1980 - 31 December 1981 and reports of the external auditor to the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/159082
WHA35.31,1982,"Expanded programme on immunization
﻿",https://apps.who.int/iris/handle/10665/159138
WHA35.6,1982,"Assessment of Bhutan
﻿",https://apps.who.int/iris/handle/10665/159085
WHA35.26,1982,"International Code of Marketing of Breast-milk Substitutes
﻿",https://apps.who.int/iris/handle/10665/159133
WHA35.24,1982,"Implementing the strategy for health for all
﻿",https://apps.who.int/iris/handle/10665/159131
WHA35.28,1982,"Health Care of the Elderly
﻿",https://apps.who.int/iris/handle/10665/159135
WHA35.13,1982,"Transfer of the Regional Office for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/159096
WHA35.1,1982,"Method of work of the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/159078
WHA35.15,1982,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/159100
WHA35.9,1982,"Review of the working capital fund
﻿",https://apps.who.int/iris/handle/10665/159090
WHA35.14,1982,"Policy on patents
﻿",https://apps.who.int/iris/handle/10665/159098
WHA35.8,1982,"Assessment of Zimbabwe
﻿",https://apps.who.int/iris/handle/10665/159089
WHA36.33,1983,"Appropriation resolution for the financial period 1984-1985
﻿",https://apps.who.int/iris/handle/10665/160643
WHA36.25,1983,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia and national liberation movements in South Africa recognized by the Organization of African Unity
﻿",https://apps.who.int/iris/handle/10665/160585
WHA36.24,1983,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to front-line States
﻿",https://apps.who.int/iris/handle/10665/160583
WHA36.21,1983,"Collaboration within the United Nations system: general matters: contribution of the World Health Organization to Participation of Women in Promoting International Peace, Cooperation and Health
﻿",https://apps.who.int/iris/handle/10665/160578
WHA36.22,1983,"Collaboration within the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/160579
WHA36.18,1983,"Transfer of the Regional Office for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/160573
WHA36.16,1983,"Method of work and duration of the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/160571
WHA36.17,1983,"Real estate fund and Headquarters accommodation
﻿",https://apps.who.int/iris/handle/10665/160572
WHA36.27,1983,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/160588
WHA36.19,1983,"Recruitment of international staff in WHO
﻿",https://apps.who.int/iris/handle/10665/160574
WHA36.34,1983,"Implementing the strategy for health for all
﻿",https://apps.who.int/iris/handle/10665/160644
WHA36.26,1983,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: health assistance to refugees in Africa
﻿",https://apps.who.int/iris/handle/10665/160587
WHA36.11,1983,"The role of nursing/midwifery personnel in the strategy of health for all
﻿",https://apps.who.int/iris/handle/10665/160566
WHA36.8,1983,"Assessment of the Solomon Islands
﻿",https://apps.who.int/iris/handle/10665/160563
WHA36.5,1983,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/160560
WHA36.14,1983,"Oral health in the strategy of health for all
﻿",https://apps.who.int/iris/handle/10665/160569
WHA36.12,1983,"Alcohol consumption and alcohol-related problems: development of national policies and programmes
﻿",https://apps.who.int/iris/handle/10665/160567
WHA36.13,1983,"International Drinking Water Supply and Sanitation Decade
﻿",https://apps.who.int/iris/handle/10665/160568
WHA36.20,1983,"Collaboration within the United Nations system: general matters: health, medical and social assistance to the Yemen
﻿",https://apps.who.int/iris/handle/10665/160576
WHA36.35,1983,"Methodology and content of the seventh report on the world health situation in relation to the monitoring and evaluation of the global strategy for health for all
﻿",https://apps.who.int/iris/handle/10665/160645
WHA36.23,1983,"Collaboration within the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/160581
WHA36.30,1983,"Tuberculosis control in the world - situation analysis
﻿",https://apps.who.int/iris/handle/10665/160636
WHA36.28,1983,"The role of physicians and other health workers in the preservation and promotion of peace as the most significant factor for the attainment of health for all
﻿",https://apps.who.int/iris/handle/10665/160590
WHA36.31,1983,"African human trypanosomiasis
﻿",https://apps.who.int/iris/handle/10665/160638
WHA36.32,1983,"Prevention and control of cardiovascular diseases
﻿",https://apps.who.int/iris/handle/10665/160642
WHA36.9,1983,"Scale of assessments for the financial period 1984-1985
﻿",https://apps.who.int/iris/handle/10665/160564
WHA36.29,1983,"Collaboration within the United Nations system: general matters: emergency health and medical assistance to drought-stricken and famine-affected countries in Africa
﻿",https://apps.who.int/iris/handle/10665/160632
WHA36.1,1983,"Appointment of the Director-General
﻿",https://apps.who.int/iris/handle/10665/160556
WHA36.10,1983,"Appointment of the external auditor
﻿",https://apps.who.int/iris/handle/10665/160565
WHA36.7,1983,"Assessment of Vanuatu
﻿",https://apps.who.int/iris/handle/10665/160562
WHA36.3,1983,"Interim financial report for the year 1982
﻿",https://apps.who.int/iris/handle/10665/160558
WHA36.6,1983,"Report on casual income
﻿",https://apps.who.int/iris/handle/10665/160561
WHA36.2,1983,"Contract of the Director-General
﻿",https://apps.who.int/iris/handle/10665/160557
WHA36.4,1983,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/160559
WHA37.15,1984,"Health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/160952
WHA37.16,1984,"Technical cooperation among developing countries in support of the goal of health for all
﻿",https://apps.who.int/iris/handle/10665/160986
WHA37.14,1984,"Basic plan on priority health needs of Central America and Panama
﻿",https://apps.who.int/iris/handle/10665/160951
WHA37.32,1984,"Action programme on essential drugs and vaccines
﻿",https://apps.who.int/iris/handle/10665/161032
WHA37.28,1984,"Collaboration within the United Nations system: liberation struggle in Southern Africa: assistance to the front-line States, Lesotho and Swaziland
﻿",https://apps.who.int/iris/handle/10665/161017
WHA37.27,1984,"International standards and units for biological substances
﻿",https://apps.who.int/iris/handle/10665/161016
WHA37.26,1984,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/161012
WHA37.18,1984,"Prevention and control of vitamin A deficiency and xerophthalmia
﻿",https://apps.who.int/iris/handle/10665/160989
WHA37.1,1984,"Admission of new member: Cook Islands
﻿",https://apps.who.int/iris/handle/10665/160900
WHA37.8,1984,"Assessment of Saint Vincent and the Grenadines
﻿",https://apps.who.int/iris/handle/10665/160945
WHA37.21,1984,"Restructuring the technical discussions
﻿",https://apps.who.int/iris/handle/10665/160993
WHA37.9,1984,"Assessment of Antigua and Barbuda
﻿",https://apps.who.int/iris/handle/10665/160946
WHA37.17,1984,"Monitoring progress in implementing strategies for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/160987
WHA37.2,1984,"Admission of new member: Kiribati
﻿",https://apps.who.int/iris/handle/10665/160901
WHA37.7,1984,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/160944
WHA37.4,1984,"Financial report and audited financial statements for the financial period of 1 January 1982 - 31 December 1983 and reports of the external auditor to the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/160905
WHA37.20,1984,"Transfer of the Regional Office for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/160992
WHA37.10,1984,"Assessment of the Cook Islands
﻿",https://apps.who.int/iris/handle/10665/160947
WHA37.31,1984,"The role of universities in the strategies for health for all
﻿",https://apps.who.int/iris/handle/10665/161029
WHA37.22,1984,"Collaboration within the United Nations system - general matters: operational activities for development
﻿",https://apps.who.int/iris/handle/10665/160997
WHA37.3,1984,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/160903
WHA37.5,1984,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/160906
WHA37.23,1984,"Collaboration within the United Nations system: general matters: abuse of Narcotic and Psychotropic substances
﻿",https://apps.who.int/iris/handle/10665/161001
WHA37.11,1984,"Assessment of Kiribati
﻿",https://apps.who.int/iris/handle/10665/160948
WHA37.12,1984,"Assignment of Algeria to the African Region
﻿",https://apps.who.int/iris/handle/10665/160949
WHA37.25,1984,"Collaboration within the United Nations system: health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/161010
WHA37.13,1984,"The spiritual dimension in the global strategy for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/160950
WHA37.30,1984,"Infant and young child nutrition
﻿",https://apps.who.int/iris/handle/10665/161026
WHA37.6,1984,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution: Chad
﻿",https://apps.who.int/iris/handle/10665/160943
WHA37.29,1984,"Emergency health and medical assistance to drought-stricken and famine-affected countries in Africa
﻿",https://apps.who.int/iris/handle/10665/161020
WHA37.24,1984,"Collaboration within the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/161006
WHA37.33,1984,"Rational use of drugs
﻿",https://apps.who.int/iris/handle/10665/161035
WHA37.19,1984,"Real estate fund and Headquarters accommodation
﻿",https://apps.who.int/iris/handle/10665/160990
WHA38.23,1985,"Technical cooperation among developing countries in support of the goal of health for all
﻿",https://apps.who.int/iris/handle/10665/161644
WHA38.4,1985,"Report on casual income, budgetary exchange rates and other adjustments to the proposed programme budget for 1986-1987
﻿",https://apps.who.int/iris/handle/10665/161609
WHA38.5,1985,"Assessment of Saint Christopher and Nevis
﻿",https://apps.who.int/iris/handle/10665/161612
WHA38.22,1985,"Maturity before childbearing and promotion of responsible parenthood
﻿",https://apps.who.int/iris/handle/10665/161643
WHA38.14,1985,"Number of members of the Executive Board
﻿",https://apps.who.int/iris/handle/10665/161627
WHA38.2,1985,"Interim financial report for the year 1984
﻿",https://apps.who.int/iris/handle/10665/161607
WHA38.12,1985,"Recruitment of international staff in WHO: biennial report
﻿",https://apps.who.int/iris/handle/10665/161624
WHA38.17,1985,"Collaboration within the United Nations system: general matters: repercussions on health of economic and political sanctions between States
﻿",https://apps.who.int/iris/handle/10665/161638
WHA38.10,1985,"Salaries and allowances for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/161621
WHA38.20,1985,"Implementation of the strategies for health for all by the year 2000
﻿",https://apps.who.int/iris/handle/10665/161641
WHA38.16,1985,"Collaboration within the United Nations system: general matters: additional support to national strategies for health for all in the least developed among developing countries
﻿",https://apps.who.int/iris/handle/10665/161637
WHA38.11,1985,"Regional programme budget policy
﻿",https://apps.who.int/iris/handle/10665/161623
WHA38.27,1985,"Collaboration within the United Nations system: women, health and development
﻿",https://apps.who.int/iris/handle/10665/161648
WHA38.3,1985,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/161608
WHA38.1,1985,"Assignment of Israel to the European Union
﻿",https://apps.who.int/iris/handle/10665/161605
WHA38.15,1985,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/161629
WHA38.9,1985,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/161619
WHA38.31,1985,"Collaboration with nongovernmental organizations in implementing the global strategy for health for all
﻿",https://apps.who.int/iris/handle/10665/161652
